vehicle_type,speed,heading,zone_type,gps_confidence,road_health,distance_to_polygon,hour_of_day,risk_category
Tanker,54.0,229.1,None,0.878,13.5,2086.5,8,MEDIUM
Tanker,42.4,274.4,Bridge,0.916,30.4,0.0,22,MEDIUM
Truck,90.1,328.6,None,0.507,88.7,2676.9,19,MEDIUM
Auto,102.4,291.0,Bridge,0.934,93.2,102.3,7,LOW
Tanker,72.1,3.4,None,0.459,31.2,2673.8,18,MEDIUM
Lorry,14.3,18.4,None,0.661,41.5,1399.8,13,LOW
Bike,89.5,329.5,Accident,0.684,80.5,0.0,7,HIGH
Container,41.4,160.4,None,0.826,84.9,2222.6,4,LOW
Police,36.4,210.8,RoadBlock,0.855,67.4,67.5,21,LOW
Bike,27.5,75.2,None,0.872,64.6,524.6,3,LOW
Truck,4.9,12.4,School,0.797,39.2,166.9,14,MEDIUM
Bus,55.5,32.9,Construction,0.864,53.3,0.0,1,MEDIUM
Tanker,58.2,83.4,None,0.679,73.4,1369.9,6,LOW
Ambulance,32.3,306.3,None,0.98,63.5,1314.6,10,LOW
Auto,9.5,213.9,Flood,0.87,68.2,0.0,1,MEDIUM
Car,18.8,149.7,None,0.414,23.4,358.2,8,LOW
Tanker,81.9,85.7,None,0.884,82.9,275.0,2,MEDIUM
Auto,27.5,135.1,Bridge,0.959,56.5,71.8,1,LOW
Bus,37.8,95.3,None,0.991,23.6,224.2,3,LOW
Truck,47.5,80.8,RoadBlock,0.754,53.1,13.3,14,MEDIUM
Ambulance,1.9,76.5,None,0.669,18.1,2850.7,16,LOW
Ambulance,94.2,298.6,RoadBlock,0.657,32.0,0.0,18,HIGH
Police,10.7,129.3,School,0.8,21.6,185.9,13,MEDIUM
Truck,35.5,253.8,RoadBlock,0.562,45.1,0.0,8,MEDIUM
Bike,14.9,329.4,None,0.838,29.6,930.6,6,LOW
Container,42.3,328.7,None,0.898,60.4,1375.7,12,LOW
Truck,104.2,319.7,Bridge,0.832,46.9,18.3,17,MEDIUM
Lorry,109.4,59.5,None,0.929,64.1,2989.7,5,MEDIUM
Ambulance,5.8,279.5,Accident,0.766,25.9,69.0,23,MEDIUM
Lorry,18.6,325.4,RoadBlock,0.688,94.0,0.0,14,MEDIUM
Tanker,50.8,209.1,None,0.922,19.3,1723.7,6,LOW
Car,26.9,53.3,None,0.891,16.8,1654.5,7,LOW
Auto,86.7,206.2,None,0.488,39.2,1932.3,16,MEDIUM
Ambulance,4.9,211.4,School,0.522,17.4,0.0,17,HIGH
Container,18.3,6.9,Flood,0.868,23.4,101.3,8,MEDIUM
Auto,43.9,116.5,Hairpin,0.738,63.2,0.0,20,MEDIUM
Police,103.7,260.9,None,0.859,42.9,1311.9,9,LOW
Tanker,5.5,331.8,RoadBlock,0.943,82.0,0.0,9,MEDIUM
Container,6.6,148.0,Hairpin,0.47,23.6,0.0,7,HIGH
Container,3.1,53.7,Hairpin,0.908,43.6,0.0,5,HIGH
Auto,42.6,53.8,None,0.635,23.6,1088.4,13,LOW
Bus,3.2,180.4,None,0.827,50.7,653.6,10,LOW
Bus,82.8,115.9,RoadBlock,0.874,80.7,0.0,4,HIGH
Bus,49.2,0.7,Bridge,0.62,15.7,0.0,4,MEDIUM
Container,63.3,165.3,None,0.945,47.9,1387.2,18,MEDIUM
Lorry,60.4,213.9,RoadBlock,0.894,79.0,0.0,7,MEDIUM
Lorry,83.1,234.6,None,0.76,28.7,2622.5,13,MEDIUM
Truck,82.3,123.9,Construction,0.948,32.6,188.5,13,MEDIUM
Container,53.5,304.3,School,0.591,92.5,0.0,13,MEDIUM
Police,17.1,245.3,None,0.958,45.3,739.6,10,LOW
Car,54.4,280.7,Accident,0.971,34.3,0.0,20,MEDIUM
Car,71.0,276.6,Hospital,0.965,11.6,0.0,7,HIGH
Bike,0.3,64.8,None,0.985,70.7,2815.7,15,LOW
Car,49.0,97.7,RoadBlock,0.536,89.1,0.0,22,MEDIUM
Bus,15.8,230.8,Hairpin,0.878,60.0,0.0,17,MEDIUM
Truck,102.2,85.4,School,0.683,71.4,0.0,14,HIGH
Bus,86.2,62.0,Flood,0.93,73.9,0.0,1,HIGH
Car,22.9,252.5,None,0.893,70.9,2989.0,23,LOW
Tanker,75.1,222.6,None,0.994,37.6,2055.6,23,MEDIUM
Truck,96.9,33.9,None,0.755,93.4,209.3,20,MEDIUM
Police,51.7,69.2,None,0.488,10.6,2580.2,8,LOW
Auto,13.1,6.3,Accident,0.912,46.5,0.0,1,MEDIUM
Bike,29.1,183.6,Bridge,0.801,10.6,153.8,14,LOW
Police,19.6,18.8,Flood,0.868,86.0,0.0,16,MEDIUM
Truck,59.8,252.5,Accident,0.687,53.1,0.0,10,HIGH
Auto,37.1,31.7,None,0.889,65.7,2837.6,12,LOW
Bike,79.5,77.0,None,0.835,99.2,299.8,22,LOW
Bike,76.6,129.9,Flood,0.636,31.6,0.0,15,MEDIUM
Lorry,91.1,154.7,None,0.597,12.2,1806.3,18,MEDIUM
Truck,108.3,340.0,Accident,0.965,87.1,0.0,4,HIGH
Car,100.8,330.4,Construction,0.985,42.2,191.4,14,MEDIUM
Car,109.4,113.7,Bridge,0.351,24.9,11.9,11,MEDIUM
Bike,11.7,323.6,None,0.891,16.3,1902.6,23,LOW
Truck,65.1,14.9,None,0.499,35.5,1355.1,1,MEDIUM
Police,87.2,331.2,None,0.206,88.2,2535.8,22,MEDIUM
Lorry,34.3,58.5,Flood,0.535,26.3,0.0,3,HIGH
Auto,9.5,93.4,None,0.988,27.9,1765.4,22,LOW
Auto,44.9,304.9,None,0.598,24.1,2391.7,23,MEDIUM
Truck,30.1,245.8,None,0.713,90.5,128.8,3,LOW
Bus,71.9,234.2,None,0.77,15.9,1735.1,12,MEDIUM
Lorry,33.8,95.2,Bridge,0.742,64.1,139.8,14,LOW
Car,47.6,332.4,None,0.714,30.8,314.1,9,LOW
Truck,79.0,103.8,None,0.93,82.0,842.8,5,LOW
Container,60.8,183.1,None,0.909,34.8,2992.2,18,MEDIUM
Ambulance,44.2,310.1,RoadBlock,0.94,55.9,0.0,23,MEDIUM
Bike,4.7,182.0,RoadBlock,0.541,22.5,0.0,9,MEDIUM
Police,51.7,358.3,School,0.986,79.7,0.0,16,MEDIUM
Police,77.4,170.6,None,0.484,58.6,1078.3,0,MEDIUM
Car,107.6,100.0,Accident,0.816,10.2,0.0,11,HIGH
Ambulance,9.6,354.1,None,0.92,55.4,1995.6,2,LOW
Container,65.7,229.1,RoadBlock,0.951,51.3,152.4,14,MEDIUM
Auto,22.7,156.8,Accident,0.657,95.0,0.0,13,MEDIUM
Lorry,84.9,103.0,Accident,0.842,27.9,188.9,23,HIGH
Lorry,42.5,248.0,None,0.791,70.1,1271.1,5,LOW
Police,73.4,300.4,None,0.96,14.7,2359.0,10,LOW
Bus,15.3,47.7,None,0.977,93.8,2556.9,18,LOW
Ambulance,93.7,207.4,Hospital,0.98,84.7,0.0,11,MEDIUM
Bus,80.3,272.8,Flood,0.822,71.6,0.0,20,HIGH
Bus,4.3,46.8,Flood,0.728,36.5,33.1,9,MEDIUM
Container,93.4,165.0,None,0.95,43.9,1148.5,6,MEDIUM
Auto,74.1,227.0,None,0.854,70.7,430.9,10,LOW
Auto,110.0,186.3,None,0.89,61.6,1833.2,7,LOW
Police,86.8,17.3,Flood,0.83,85.7,56.2,13,MEDIUM
Auto,105.6,249.7,None,0.943,90.6,2289.3,21,LOW
Bus,91.8,280.5,Hairpin,0.904,39.0,0.0,12,HIGH
Tanker,41.4,105.1,School,0.95,36.5,59.8,21,MEDIUM
Truck,5.1,88.3,RoadBlock,0.98,37.1,0.0,23,MEDIUM
Bike,48.3,104.4,Hairpin,0.988,99.1,0.0,8,MEDIUM
Lorry,18.6,64.3,Accident,0.874,11.0,0.0,20,HIGH
Bus,83.7,55.5,Construction,0.494,19.3,0.0,2,HIGH
Tanker,94.0,253.4,Construction,0.695,87.8,89.8,11,MEDIUM
Ambulance,98.8,32.9,None,0.896,63.7,1209.8,17,LOW
Ambulance,1.1,9.4,None,0.921,94.7,451.8,0,LOW
Auto,74.1,321.0,Construction,0.892,56.9,111.4,10,MEDIUM
Bike,104.5,19.3,Hairpin,0.642,50.1,0.0,9,HIGH
Bus,10.9,98.9,School,0.828,85.2,0.0,12,MEDIUM
Bike,55.8,94.3,None,0.835,86.7,2214.5,14,LOW
Police,77.5,100.4,Bridge,0.985,45.5,0.0,16,MEDIUM
Ambulance,51.2,212.8,None,0.673,86.3,1002.3,9,LOW
Ambulance,97.2,144.8,None,0.689,17.6,1159.1,23,MEDIUM
Ambulance,17.2,188.8,Flood,0.809,31.0,0.0,9,MEDIUM
Truck,93.2,52.4,Flood,0.965,69.5,47.7,13,MEDIUM
Bus,30.9,245.7,Hospital,0.969,57.0,0.0,5,MEDIUM
Truck,61.5,213.8,Hairpin,0.947,86.8,0.0,5,HIGH
Bike,19.3,22.3,RoadBlock,0.96,35.1,0.0,9,MEDIUM
Bike,35.7,186.8,Construction,0.875,81.7,0.0,15,MEDIUM
Police,27.9,71.2,Flood,0.692,41.4,0.0,18,MEDIUM
Auto,70.8,237.4,None,0.84,87.4,1504.9,18,LOW
Truck,71.0,19.5,Accident,0.702,82.9,127.9,22,MEDIUM
Bike,77.4,330.6,School,0.689,52.3,0.0,7,HIGH
Ambulance,47.5,237.7,None,0.886,73.6,1049.6,0,LOW
Bus,19.7,222.0,School,0.469,33.9,0.0,0,HIGH
Lorry,86.7,306.5,Accident,0.937,75.6,182.0,10,MEDIUM
Ambulance,37.2,4.0,RoadBlock,0.794,45.8,0.0,0,MEDIUM
Car,59.4,79.1,None,0.957,26.7,2150.1,5,LOW
Bike,95.9,207.5,Bridge,0.961,33.2,101.6,22,MEDIUM
Container,43.0,229.5,Accident,0.715,23.8,0.0,19,HIGH
Auto,87.7,252.4,Hairpin,0.633,89.1,0.0,14,HIGH
Ambulance,30.4,15.3,Accident,0.965,72.9,0.0,13,MEDIUM
Lorry,73.6,208.6,Accident,0.904,82.4,147.9,6,MEDIUM
Bike,87.1,230.1,None,0.93,83.8,1174.0,21,LOW
Lorry,69.3,179.2,RoadBlock,0.904,16.7,0.0,13,HIGH
Truck,97.3,59.1,None,0.917,25.0,627.3,20,MEDIUM
Bike,80.3,318.8,None,0.819,15.8,2670.1,5,MEDIUM
Truck,95.8,350.4,Bridge,0.717,31.9,0.0,17,MEDIUM
Truck,104.7,262.0,School,0.804,53.2,0.0,6,HIGH
Bike,102.5,60.8,Accident,0.73,85.3,0.0,7,HIGH
Bus,45.9,146.4,Construction,0.79,59.6,86.1,17,MEDIUM
Lorry,30.3,284.6,None,0.894,94.9,1893.8,5,LOW
Auto,88.7,43.5,Hospital,0.802,10.7,76.7,15,HIGH
Car,0.9,85.4,None,0.846,59.6,2117.3,15,LOW
Truck,44.5,262.6,Hairpin,0.936,48.2,0.0,20,HIGH
Auto,103.2,5.1,Accident,0.737,46.8,0.0,20,HIGH
Bike,102.4,31.0,Construction,0.644,61.3,53.4,8,MEDIUM
Truck,51.1,224.3,Flood,0.777,15.3,0.0,19,MEDIUM
Ambulance,34.9,298.9,Construction,0.991,89.9,0.0,16,MEDIUM
Container,68.1,119.2,None,0.997,18.2,2611.7,18,MEDIUM
Lorry,105.4,171.4,None,0.902,13.5,2680.1,11,MEDIUM
Bus,87.6,297.6,School,0.881,85.8,199.8,23,HIGH
Ambulance,98.9,278.7,None,0.808,26.4,2327.3,11,MEDIUM
Ambulance,101.1,122.5,None,0.848,61.2,2361.6,5,LOW
Container,89.5,320.4,Construction,0.953,14.3,0.0,10,HIGH
Tanker,98.3,55.6,Accident,0.412,35.8,0.0,10,HIGH
Tanker,94.3,202.3,None,0.888,54.8,1289.7,20,MEDIUM
Police,3.9,315.5,None,0.673,23.0,2804.7,4,LOW
Auto,31.3,235.7,School,0.838,77.4,0.0,8,MEDIUM
Bus,8.4,148.7,None,0.885,65.6,2663.7,13,LOW
Tanker,19.1,181.2,Hospital,0.53,21.0,0.0,18,HIGH
Police,29.0,259.6,School,0.927,28.0,54.2,0,MEDIUM
Auto,95.6,276.4,None,0.933,78.4,1454.9,9,LOW
Police,65.9,152.7,None,0.76,43.8,1716.2,17,LOW
Auto,66.6,207.6,None,0.885,72.9,1818.0,12,LOW
Bike,42.5,224.0,RoadBlock,0.979,89.6,173.9,16,LOW
Truck,82.6,250.3,None,0.959,36.2,2323.9,14,MEDIUM
Police,89.6,320.4,None,0.502,25.9,478.8,6,MEDIUM
Auto,20.0,335.3,Construction,0.964,43.0,0.0,9,MEDIUM
Bike,44.5,293.1,School,0.813,15.9,0.0,9,MEDIUM
Auto,24.1,319.2,Accident,0.691,38.4,175.2,20,MEDIUM
Ambulance,84.7,183.2,School,0.814,31.2,0.0,5,HIGH
Car,108.0,84.9,Accident,0.904,52.9,0.0,4,HIGH
Car,36.1,111.5,None,0.838,15.2,354.5,12,LOW
Auto,42.0,48.2,Hairpin,0.486,44.2,0.0,17,MEDIUM
Bike,27.2,150.6,None,0.925,73.5,2900.2,11,LOW
Lorry,21.0,5.9,School,0.696,71.9,28.0,17,MEDIUM
Lorry,12.8,327.2,Hairpin,0.713,88.4,0.0,15,MEDIUM
Bike,83.4,169.2,Bridge,0.924,26.0,100.6,19,MEDIUM
Tanker,104.9,207.4,Construction,0.864,86.3,80.4,11,MEDIUM
Lorry,60.6,253.7,School,0.559,14.8,0.0,14,HIGH
Car,74.8,97.4,Hairpin,0.708,89.6,0.0,6,MEDIUM
Container,90.5,306.4,None,0.592,76.0,2377.5,21,MEDIUM
Auto,78.8,305.1,None,0.857,68.0,1730.7,20,LOW
Container,21.7,87.4,None,0.724,78.4,861.7,9,LOW
Tanker,73.9,44.3,RoadBlock,0.893,12.4,0.0,17,HIGH
Tanker,88.2,14.8,None,0.724,92.4,971.0,14,MEDIUM
Bike,12.3,244.7,None,0.963,48.9,326.5,23,LOW
Truck,105.1,30.6,None,0.615,94.2,2252.3,5,MEDIUM
Car,75.5,157.4,School,0.972,42.9,0.0,20,HIGH
Ambulance,7.4,28.6,None,0.76,50.7,161.3,22,LOW
Lorry,71.6,87.3,None,0.881,89.5,1723.8,9,LOW
Tanker,32.2,246.6,Flood,0.689,87.4,47.7,19,MEDIUM
Ambulance,2.2,230.8,None,0.713,81.0,1974.9,8,LOW
Ambulance,3.2,340.6,None,0.514,23.0,739.8,11,LOW
Car,60.6,245.5,None,0.995,99.0,2098.1,4,LOW
Bus,6.5,171.3,Construction,0.618,36.2,0.0,11,MEDIUM
Ambulance,84.4,188.0,None,0.914,42.8,554.8,4,MEDIUM
Ambulance,54.7,111.4,Accident,0.628,43.6,0.0,5,MEDIUM
Car,90.4,251.7,None,0.44,74.3,2100.7,7,MEDIUM
Tanker,97.6,203.7,None,0.957,69.6,2533.5,0,MEDIUM
Tanker,84.5,229.2,None,0.906,46.2,523.2,12,MEDIUM
Tanker,97.3,285.4,None,0.949,69.9,485.8,11,MEDIUM
Auto,57.1,228.5,None,0.859,21.5,150.0,10,LOW
Lorry,64.0,283.4,Bridge,0.712,12.5,0.0,0,MEDIUM
Truck,79.8,273.9,Flood,0.674,70.1,0.0,10,HIGH
Lorry,66.3,202.2,Construction,0.975,78.6,0.0,22,HIGH
Auto,19.5,352.9,Hairpin,0.641,55.0,0.0,23,MEDIUM
Bus,19.0,132.1,Accident,0.575,63.4,0.0,2,HIGH
Police,35.0,51.5,Bridge,0.483,74.8,129.1,4,LOW
Police,33.9,255.2,None,0.771,85.3,2747.9,5,LOW
Tanker,103.4,204.5,Bridge,0.785,51.0,14.8,11,MEDIUM
Container,22.1,154.2,None,0.979,18.2,2659.9,5,LOW
Tanker,76.2,223.8,Accident,0.524,10.5,16.8,11,HIGH
Container,74.2,84.7,Construction,0.956,72.2,0.0,3,HIGH
Container,97.2,1.7,None,0.855,48.8,1927.9,11,MEDIUM
Police,7.7,159.1,Hospital,0.977,17.4,0.0,10,MEDIUM
Bike,97.6,307.0,Hairpin,0.875,25.3,0.0,9,HIGH
Tanker,25.0,223.6,None,0.751,49.0,1470.1,14,LOW
Police,109.7,101.3,Bridge,0.974,76.2,0.0,20,MEDIUM
Bus,46.5,102.9,None,0.588,63.1,375.4,14,LOW
Tanker,36.3,225.2,Construction,0.943,98.8,0.0,3,MEDIUM
Tanker,6.6,95.6,None,0.872,14.6,469.2,6,LOW
Auto,10.6,16.6,RoadBlock,0.686,93.3,0.0,10,MEDIUM
Bike,68.1,88.9,School,0.568,61.4,0.0,6,HIGH
Lorry,4.2,158.5,None,0.623,87.7,477.0,2,LOW
Truck,26.9,10.6,RoadBlock,0.92,13.6,0.0,20,MEDIUM
Auto,10.8,141.5,Accident,0.509,83.0,0.0,1,MEDIUM
Bike,105.8,35.5,Accident,0.939,70.8,120.0,2,MEDIUM
Bus,12.0,281.0,None,0.874,99.4,2626.5,17,LOW
Car,14.7,208.3,None,0.988,38.4,464.0,17,LOW
Container,53.8,325.7,Hospital,0.92,52.6,0.0,5,MEDIUM
Tanker,31.8,352.2,None,0.816,99.0,2730.9,10,LOW
Lorry,60.7,248.7,None,0.661,18.3,1251.5,23,MEDIUM
Bike,66.2,126.7,Hairpin,0.835,56.1,0.0,16,MEDIUM
Truck,50.0,105.2,None,0.903,51.7,2194.3,13,LOW
Lorry,57.0,24.9,None,0.908,97.4,1000.1,8,LOW
Police,103.2,220.0,Hospital,0.93,77.7,145.3,15,MEDIUM
Ambulance,109.7,327.4,Accident,0.779,84.4,153.7,12,MEDIUM
Truck,12.3,298.1,None,0.988,37.9,2580.7,7,LOW
Ambulance,84.6,187.9,Flood,0.95,48.4,130.3,19,MEDIUM
Ambulance,56.9,135.1,None,0.774,95.7,1811.6,8,LOW
Container,0.8,104.4,Hairpin,0.727,30.9,104.4,18,MEDIUM
Car,72.5,354.5,Hairpin,0.808,39.8,0.0,1,HIGH
Bike,64.5,311.2,None,0.869,75.0,1101.7,15,LOW
Car,38.7,168.7,Bridge,0.837,60.2,187.2,22,LOW
Truck,66.2,227.8,Hospital,0.894,13.8,128.5,19,MEDIUM
Bike,67.7,74.7,None,0.914,87.0,285.2,9,LOW
Tanker,31.8,319.3,None,0.881,33.0,2057.8,8,LOW
Bike,37.1,216.9,None,0.841,27.8,1438.5,19,LOW
Auto,76.2,346.4,None,0.619,22.2,827.0,18,LOW
Bus,21.9,76.7,None,0.901,72.0,785.6,15,LOW
Auto,18.9,24.3,None,0.459,89.0,2612.5,16,LOW
Bike,6.3,129.6,Construction,0.932,52.4,109.9,1,MEDIUM
Truck,67.0,37.1,None,0.8,69.4,650.2,23,MEDIUM
Bike,12.4,7.4,Hospital,0.951,16.8,0.0,9,MEDIUM
Lorry,53.8,182.7,None,0.605,67.9,983.7,2,LOW
Container,48.5,141.2,None,0.914,58.4,1074.8,8,LOW
Truck,107.3,199.9,None,0.792,52.4,804.9,6,MEDIUM
Bus,24.5,289.4,None,0.924,73.4,2145.7,16,LOW
Bus,38.5,173.5,RoadBlock,0.646,23.5,199.6,0,MEDIUM
Bike,58.5,120.8,None,0.685,16.4,1856.5,13,LOW
Truck,52.6,114.2,Hospital,0.724,94.8,69.6,7,MEDIUM
Police,58.4,335.2,Hospital,0.577,48.9,0.0,10,MEDIUM
Car,4.0,162.7,Accident,0.943,43.1,0.0,14,MEDIUM
Car,62.9,72.8,None,0.972,65.4,545.9,10,LOW
Ambulance,53.6,274.6,None,0.849,20.1,1984.3,18,LOW
Container,26.2,211.0,Hospital,0.656,22.9,144.9,21,MEDIUM
Bike,76.7,184.7,School,0.946,92.7,153.8,14,MEDIUM
Car,64.3,156.8,None,0.886,34.6,950.1,6,LOW
Ambulance,81.4,50.3,School,0.607,56.2,64.2,23,HIGH
Auto,47.2,265.3,Bridge,0.831,28.2,199.0,2,LOW
Bike,52.3,257.8,Flood,0.614,48.0,26.4,15,MEDIUM
Container,20.0,256.0,None,0.4,92.9,2165.7,3,LOW
Ambulance,37.0,25.5,Hairpin,0.863,54.8,177.3,1,MEDIUM
Container,19.9,162.3,Construction,0.791,43.0,96.6,22,MEDIUM
Tanker,66.9,132.3,None,0.71,41.4,2509.9,1,MEDIUM
Tanker,58.7,57.1,RoadBlock,0.805,10.5,64.0,14,MEDIUM
Truck,36.9,226.2,None,0.938,52.2,2280.2,22,LOW
Bike,52.8,32.8,None,0.886,35.5,1860.9,6,LOW
Ambulance,39.0,254.1,Flood,0.866,95.9,0.0,2,MEDIUM
Container,82.6,115.5,None,0.515,28.9,2299.8,18,MEDIUM
Container,74.2,108.9,Bridge,0.777,75.9,170.0,1,MEDIUM
Container,9.1,137.8,None,0.995,68.9,483.8,13,LOW
Tanker,14.5,12.7,None,0.568,22.9,1338.8,21,LOW
Container,81.9,206.0,None,0.706,12.1,2620.4,12,MEDIUM
Police,38.6,149.6,Accident,0.913,62.7,0.0,11,MEDIUM
Truck,51.2,128.4,Construction,0.86,25.7,0.0,9,MEDIUM
Auto,98.0,219.4,Hairpin,0.786,62.0,106.0,4,HIGH
Lorry,63.3,209.7,None,0.725,48.0,203.6,15,MEDIUM
Car,1.2,44.2,Accident,0.917,27.1,103.3,19,MEDIUM
Ambulance,11.3,297.2,None,0.567,83.3,1683.0,0,LOW
Lorry,36.3,30.3,None,0.881,54.6,412.7,5,LOW
Ambulance,10.9,325.9,None,0.958,60.3,147.0,8,LOW
Ambulance,71.9,283.0,Hospital,0.845,72.8,0.0,3,HIGH
Police,10.0,34.7,None,0.832,28.5,2276.2,20,LOW
Container,82.5,187.8,None,0.682,34.0,926.4,13,MEDIUM
Car,69.5,233.8,None,0.895,66.7,1120.8,3,LOW
Bike,46.8,152.9,School,0.791,60.3,0.0,15,MEDIUM
Car,39.9,329.9,None,0.954,62.1,2521.4,4,LOW
Lorry,108.9,303.9,None,0.738,95.6,1640.5,4,MEDIUM
Bike,104.7,274.5,Construction,0.916,49.5,0.0,20,MEDIUM
Tanker,48.0,20.3,None,0.537,82.9,602.9,3,LOW
Auto,74.7,237.6,Bridge,0.92,39.8,47.3,10,MEDIUM
Car,53.5,52.5,None,0.978,44.6,2346.3,18,LOW
Ambulance,101.0,36.2,None,0.751,40.2,2507.9,12,MEDIUM
Auto,74.1,116.1,School,0.981,74.2,142.7,5,MEDIUM
Bike,58.4,180.0,None,0.68,69.5,2992.3,19,LOW
Tanker,98.2,52.1,None,0.846,24.0,2653.2,11,MEDIUM
Lorry,62.6,268.9,None,0.709,88.6,2096.3,17,LOW
Police,22.1,70.0,Flood,0.722,47.9,0.0,3,MEDIUM
Lorry,104.0,309.3,School,0.829,56.4,53.7,13,HIGH
Bike,56.2,109.5,Construction,0.818,98.7,0.0,12,MEDIUM
Tanker,13.1,251.1,Hairpin,0.559,40.4,0.0,9,HIGH
Auto,93.6,23.4,Hospital,0.952,73.6,15.6,15,MEDIUM
Police,98.4,174.9,None,0.847,31.4,846.5,20,MEDIUM
Bike,84.3,333.7,Bridge,0.609,41.2,194.3,7,MEDIUM
Tanker,107.5,119.0,None,0.739,27.6,2810.9,14,MEDIUM
Tanker,23.6,356.1,Construction,0.703,61.7,0.0,22,MEDIUM
Car,53.2,226.3,Construction,0.85,39.7,0.0,6,MEDIUM
Ambulance,28.5,135.1,School,0.834,48.4,0.0,17,MEDIUM
Bus,88.7,264.9,None,0.757,60.3,2482.7,8,MEDIUM
Car,20.3,11.0,None,0.966,74.5,2972.1,2,LOW
Bus,8.7,46.7,Bridge,0.943,21.9,0.0,19,MEDIUM
Container,50.6,134.9,None,0.817,60.8,1560.3,14,LOW
Tanker,10.4,265.5,None,0.866,68.1,2683.5,2,LOW
Police,80.7,345.0,None,0.589,60.9,1759.1,3,MEDIUM
Bus,77.2,29.8,None,0.721,62.3,201.1,11,MEDIUM
Lorry,56.7,191.9,Hospital,0.873,38.0,0.0,19,HIGH
Auto,98.1,289.4,None,0.725,47.0,2736.3,3,MEDIUM
Bus,38.5,147.4,Flood,0.896,58.6,0.0,17,MEDIUM
Car,57.8,277.1,None,0.262,21.8,657.7,4,MEDIUM
Tanker,13.9,2.4,None,0.556,54.9,1559.9,6,LOW
Container,40.4,177.7,Hospital,0.927,32.0,0.0,9,HIGH
Bus,44.6,105.7,None,0.844,15.3,2779.6,0,MEDIUM
Lorry,93.2,142.9,Accident,0.582,51.5,0.0,3,HIGH
Auto,106.2,300.6,Hairpin,0.612,86.2,0.0,6,HIGH
Bike,29.6,218.1,None,0.627,72.9,2605.0,3,LOW
Lorry,96.5,240.6,Hairpin,0.982,47.2,0.0,0,HIGH
Ambulance,91.9,316.8,None,0.691,13.4,1943.9,22,MEDIUM
Car,51.8,98.8,Flood,0.986,98.7,0.0,1,MEDIUM
Lorry,86.9,38.2,None,0.883,53.7,2798.1,13,MEDIUM
Truck,53.5,145.3,None,0.849,21.9,347.5,6,LOW
Bike,33.2,82.3,School,0.518,24.0,0.0,10,HIGH
Auto,28.3,197.2,None,0.811,80.7,555.3,0,LOW
Police,27.0,241.1,Bridge,0.799,28.0,0.0,10,MEDIUM
Auto,3.8,6.8,School,0.963,21.6,0.0,14,MEDIUM
Police,33.9,270.1,Hospital,0.857,25.1,0.0,1,HIGH
Bus,101.5,0.7,Accident,0.879,44.1,0.0,3,HIGH
Ambulance,86.9,164.0,Hairpin,0.639,59.8,181.0,16,MEDIUM
Truck,12.7,282.4,None,0.635,87.1,2384.1,15,LOW
Truck,71.0,32.4,School,0.81,22.0,0.0,10,HIGH
Tanker,3.6,36.5,None,0.699,47.9,323.9,3,MEDIUM
Truck,83.0,28.4,Accident,0.731,26.8,53.6,2,HIGH
Car,15.1,137.0,None,0.722,97.4,2782.2,8,LOW
Ambulance,55.2,79.1,Hairpin,0.99,81.6,0.0,7,MEDIUM
Tanker,44.5,343.8,Flood,0.956,43.4,0.0,11,MEDIUM
Ambulance,0.2,206.6,School,0.695,32.8,0.0,10,MEDIUM
Auto,98.4,64.4,None,0.818,17.4,417.6,2,MEDIUM
Car,98.0,145.0,None,0.908,24.5,2309.9,9,MEDIUM
Police,0.1,157.6,None,0.944,51.5,1754.7,5,LOW
Car,27.2,274.8,RoadBlock,0.957,59.2,37.9,5,MEDIUM
Container,90.5,281.1,None,0.496,36.9,1072.4,3,MEDIUM
Bus,4.2,102.2,None,0.998,51.7,771.7,13,LOW
Police,93.8,32.7,None,0.786,11.4,582.9,23,MEDIUM
Bus,36.9,199.0,None,0.947,36.7,452.0,11,LOW
Container,1.7,262.7,None,0.424,83.4,1491.6,3,MEDIUM
Bus,105.9,359.0,Construction,0.651,98.8,0.0,18,HIGH
Container,77.7,344.3,Hospital,0.683,54.3,0.0,13,HIGH
Ambulance,99.5,59.7,None,0.99,43.2,2868.7,23,MEDIUM
Bike,104.7,200.8,None,0.611,29.9,117.1,8,MEDIUM
Ambulance,42.4,305.2,None,0.605,54.8,356.8,4,LOW
Ambulance,81.5,78.8,Hairpin,0.946,67.6,0.0,16,HIGH
Tanker,106.1,296.0,None,0.915,82.1,539.0,8,LOW
Lorry,72.8,309.7,None,0.842,10.4,1048.1,21,MEDIUM
Truck,32.9,39.6,Construction,0.759,91.6,177.0,1,MEDIUM
Auto,86.5,105.2,Flood,0.783,47.0,0.0,13,HIGH
Car,26.1,241.6,None,0.713,59.3,1394.6,18,LOW
Bike,35.8,222.0,RoadBlock,0.575,67.9,0.0,19,MEDIUM
Bus,80.2,150.2,RoadBlock,0.861,49.1,0.0,7,HIGH
Tanker,32.5,336.7,None,0.97,23.2,298.6,8,LOW
Car,35.4,164.7,Accident,0.656,29.0,0.0,7,MEDIUM
Bike,57.2,34.2,None,0.966,40.8,2595.7,10,LOW
Bus,87.4,356.4,Flood,0.73,60.0,76.4,0,HIGH
Bus,60.0,29.0,RoadBlock,0.924,72.4,9.8,23,MEDIUM
Bus,51.0,0.5,School,0.77,21.3,0.0,10,HIGH
